"DATE,TIME,ENB_AGG,ENODEB,NOC_CLUSTER,ACC_RATE,ACC_S1_RATE,AVAILABILITY_CELL_ROP,PLMN_0_TRAFFIC_GB,PLMN_1_TRAFFIC_GB,PLMN_2_TRAFFIC_GB,RETAINABILITY,UNAVAILTIME,USER_TRAFFIC_VOLTE,VOLTE_RET,VOLTE_ERAB_ABNORMAL,ACC_VOLTE"
"2024-02-20,19:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.96,100,10.506492108,0.0577,5.293,99.97,0,10.02,99.97,8,99.96"
"2024-02-20,20:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.78,99.97,100,8.3980681372,0.132,4.2103,99.97,0,7.07,99.98,4,99.97"
"2024-02-20,21:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.87,99.96,100,6.0469685117,0.0814,3.8422,99.99,0,4.95,99.98,4,99.96"
"2024-02-20,22:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.97,100,5.6200865652,0.0988,2.095,99.98,0,3.77,99.97,4,99.97"
"2024-02-20,23:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.98,100,4.5768078413,0.0018,1.6312,99.99,0,2.59,99.98,2,99.98"
"2024-02-21,00:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.96,99.98,100,2.5468775999,0.0009,0.8269,99.98,0,2.18,100,0,99.98"
"2024-02-21,01:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.94,99.99,100,0.9017121038,0.0023,0.5369,100,0,2.8,100,0,99.99"
"2024-02-21,02:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.9,99.97,100,0.6283679975,0.0003,2.1416,100,0,0.87,100,0,99.97"
"2024-02-21,03:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.99,99.99,100,0.7740315044,0.0003,0.3082,100,0,0,100,0,0"
"2024-02-21,04:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.96,100,0.5894573397,0.0002,0.5729,100,0,0.02,100,0,99.96"
"2024-02-21,05:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.91,99.98,100,0.7651075718,0.0016,0.5576,100,0,0.04,100,0,99.98"
"2024-02-21,06:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.89,99.98,100,1.3049049302,0.0216,0.9607,99.96,0,0.27,100,0,99.98"
"2024-02-21,07:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.8,99.96,100,4.6279402445,0.0032,2.8679,99.95,0,1.9,99.96,8,99.96"
"2024-02-21,08:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.81,99.98,100,9.2019662258,0.0974,5.3758,99.97,0,6.17,99.99,4,99.98"
"2024-02-21,09:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.98,100,10.0063616408,0.1768,6.2092,99.98,0,8.02,99.97,12,99.98"
"2024-02-21,10:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.98,100,11.4873973649,0.0898,7.0218,99.98,0,7.95,99.98,6,98.9802"
"2024-02-21,11:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.87,99.98,100,10.2321328586,0.0486,6.2188,99.98,0,9.94,99.98,8,99.98"
"2024-02-21,12:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.86,99.99,100,11.1869666724,0.0209,8.7734,99.97,0,13.01,99.98,8,99.99"
"2024-02-21,13:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.85,99.98,100,13.9581430694,0.1687,8.4725,99.98,0,14.3,99.97,12,99.98"
"2024-02-21,14:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.82,99.97,100,13.3623247961,0.1256,7.9494,99.97,0,11.03,99.98,10,99.97"
"2024-02-21,15:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.97,100,12.6975383606,0.2156,7.5604,99.97,0,6.54,100,0,99.97"
"2024-02-21,16:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.98,100,11.114560067,0.2544,6.0823,99.98,0,6.71,99.98,8,99.98"
"2024-02-21,17:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.81,99.98,100,10.7212597495,0.1792,6.0025,99.97,0,6.9,99.97,12,98.9802"
"2024-02-21,18:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.82,99.98,100,13.1528982891,0.0857,5.0429,99.96,0,7.75,99.95,16,99.98"
"2024-02-21,19:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.98,100,10.8216460788,0.0579,5.3573,99.97,0,11.92,99.99,4,99.98"
"2024-02-21,20:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.85,99.97,100,7.2549674655,0.0071,4.123,99.98,0,9.94,99.98,4,99.97"
"2024-02-21,21:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.89,99.97,100,4.3669529257,0.0259,3.573,99.96,0,6.73,99.93,12,99.97"
"2024-02-21,22:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.87,99.98,100,3.4035481507,0.0095,2.1838,99.99,0,3.98,99.97,4,99.98"
"2024-02-21,23:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.92,99.98,100,3.8665561002,0.0039,2.1589,99.99,0,1.85,100,0,99.98"
"2024-02-22,00:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.94,99.98,100,1.8645003433,0.0021,0.7412,100,0,1.61,100,0,94.981"
"2024-02-22,01:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.97,99.98,100,1.2100310987,0.0028,0.8318,99.99,0,0.3,100,0,99.98"
"2024-02-22,02:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.92,99.94,100,0.6662290535,0.0026,0.6781,100,0,1.2,100,0,99.94"
"2024-02-22,03:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.97,99.99,100,0.5050767211,0.0025,0.2928,99.99,0,1.01,99.97,2,99.99"
"2024-02-22,04:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.97,99.98,100,0.3242772065,0.0021,0.2632,100,0,1.1,100,0,99.98"
"2024-02-22,05:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.99,99.99,100,0.4593050105,0.0837,0.5113,100,0,0.12,100,0,99.99"
"2024-02-22,06:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.98,100,1.9134720783,0.1685,1.2896,99.98,0,0.25,100,0,99.98"
"2024-02-22,07:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.86,99.99,100,4.3302597477,0.0476,2.4842,99.98,0,2.11,99.99,2,99.99"
"2024-02-22,08:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.99,100,8.7714446706,0.0221,5.6779,99.96,0,5.05,99.97,8,99.99"
"2024-02-22,09:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.98,100,8.7363263584,0.0614,5.9752,99.98,0,7.44,99.97,8,99.98"
"2024-02-22,10:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.97,100,11.3921957086,0.2033,5.1794,99.96,0,7.54,99.96,14,99.97"
"2024-02-22,11:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.82,99.97,100,11.6618545724,0.0515,4.8988,99.98,0,11.68,99.96,14,99.97"
"2024-02-22,12:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.85,99.98,100,11.9488853955,0.1068,5.8582,99.97,0,10.18,99.98,6,99.98"
"2024-02-22,13:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.8,99.98,100,13.2499979802,0.0229,7.0809,99.97,0,10.19,99.95,18,98.9802"
"2024-02-22,14:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.81,99.98,100,14.0501102429,0.0376,6.9882,99.96,0,9.05,99.96,16,99.98"
"2024-02-22,15:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.97,100,11.8769370018,0.0335,5.9338,99.96,0,9.81,99.95,18,98.9703"
"2024-02-22,16:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.99,100,10.9550943591,0.0882,5.2163,99.97,0,7.27,99.98,8,98.9901"
"2024-02-22,17:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.85,99.97,100,12.0941298075,0.1917,6.445,99.98,0,9.01,100,0,99.97"
"2024-02-22,18:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.81,99.97,100,10.8966426922,0.0284,6.8722,99.97,0,8.75,99.98,6,98.9703"
"2024-02-22,19:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.82,99.98,100,9.3395151193,0.0324,6.4508,99.96,0,6.86,99.97,10,99.98"
"2024-02-22,20:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.99,100,6.2869600944,0.2104,4.9133,99.98,0,5.13,99.99,2,99.99"
"2024-02-22,21:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.81,99.98,100,5.6498609479,0.029,2.4936,99.97,0,5.72,99.98,4,99.98"
"2024-02-22,22:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.85,99.97,100,4.4388435772,0.0266,1.8759,99.99,0,3.45,99.98,2,98.9703"
"2024-02-22,23:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.9,99.98,100,2.5594364842,0.0186,0.8741,99.99,0,1.88,100,0,99.98"
"2024-02-23,00:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.73,99.9,100,2.1170666441,0.0026,0.8154,99.97,0,0.93,99.98,2,99.9"
"2024-02-23,01:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.9,99.98,100,0.7204562419,0.0031,0.2478,100,0,0.81,100,0,99.98"
"2024-02-23,02:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.94,99.99,100,0.8360454812,0.0128,1.5139,99.98,0,0.3,100,0,99.99"
"2024-02-23,03:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.88,99.99,100,0.6313836196,0.0015,1.014,100,0,0.03,100,0,99.99"
"2024-02-23,04:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.92,99.96,100,0.4531424484,0.0004,0.2346,100,0,0.17,100,0,99.96"
"2024-02-23,05:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.92,99.99,100,1.7223274333,0.348,0.3959,100,0,0.05,100,0,99.99"
"2024-02-23,06:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.91,100,100,1.9497405734,0.0176,1.3823,99.98,0,0.33,100,0,100"
"2024-02-23,07:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.97,100,4.3630069115,0.0051,2.3659,99.97,0,0.87,99.98,4,99.97"
"2024-02-23,08:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.84,99.97,100,6.4170947292,0.0054,4.7999,99.96,0,4.58,99.98,4,99.97"
"2024-02-23,09:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.87,99.98,100,10.9889646983,0.0579,5.3207,99.98,0,7.34,99.98,6,99.98"
"2024-02-23,10:00,PUEPUE0227,PUEPUE0227,M&PUEBLA&PUEBLA,99.83,99.99,100,5.9316717088,0.0221,2.344,99.97,0,3.61,99.99,2,99.99"
"2024-02-16,00:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.97,100,100,3.1624613324,0.0301,2.2655,100,0,1.15,100,0,100"
"2024-02-16,01:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.98,100,100,3.3117095001,0.0741,1.4756,99.99,0,0.48,100,0,100"
"2024-02-16,02:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.99,99.99,100,2.8498247258,0.0018,1.0938,99.99,0,0.13,100,0,99.99"
"2024-02-16,03:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.98,100,100,1.8687983974,0.0001,0.5929,100,0,0.1,100,0,100"
"2024-02-16,04:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.99,100,100,1.3738069683,0.0001,1.0151,100,0,0.01,100,0,100"
"2024-02-16,05:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.95,100,100,1.0085329409,0.0007,0.908,100,0,0.15,100,0,100"
"2024-02-16,06:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,100,100,2.1043866865,0.0041,2.4505,99.98,0,0.52,99.97,4,100"
"2024-02-16,07:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,6.7539699371,0.0214,5.5493,99.99,0,1.59,99.99,2,99.99"
"2024-02-16,08:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,100,100,8.4300599989,0.0343,6.9638,99.99,0,3.97,100,0,99"
"2024-02-16,09:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.85,99.99,100,10.7913119709,0.0045,7.0335,99.98,0,7.7,99.99,2,99.99"
"2024-02-16,10:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,12.9089727993,0.0281,7.613,99.99,0,10.74,100,0,99.99"
"2024-02-16,11:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.99,100,13.4950298815,0.1086,7.8121,99.98,0,10.46,99.99,4,99.99"
"2024-02-16,12:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,100,100,11.5456841883,0.0158,8.9678,99.99,0,11.15,100,0,100"
"2024-02-16,13:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,12.2330589213,0.0028,11.7812,99.99,0,10.31,100,2,99.99"
"2024-02-16,14:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.99,100,14.9128567425,0.1365,8.3294,99.99,0,8.97,100,1,99.99"
"2024-02-16,15:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.91,99.99,100,13.9077035709,0.0085,8.1514,99.98,0,10.07,100,2,99.99"
"2024-02-16,16:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,12.3530812561,0.0028,9.6055,99.99,0,10.3,99.99,2,99.99"
"2024-02-16,17:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.99,100,13.1694283332,0.0316,9.3366,99.98,0,7.75,100,0,99.99"
"2024-02-16,18:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.99,100,13.2864853359,0.0429,9.3748,99.99,0,8.72,100,0,98.9901"
"2024-02-16,19:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.99,100,12.3131973668,0.0603,10.9285,99.99,0,6.08,99.99,2,99.99"
"2024-02-16,20:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.85,99.98,100,9.6010379491,0.0401,7.4624,100,0,7.34,100,0,99.98"
"2024-02-16,21:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,100,100,7.7845649787,0.0192,5.6989,99.99,0,5.25,100,0,99"
"2024-02-16,22:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.99,100,7.2242589659,0.0016,4.008,99.97,0,3.49,100,0,99.99"
"2024-02-16,23:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,99.99,100,5.2679656066,0.0003,2.7442,100,0,1.38,100,0,99.99"
"2024-02-17,00:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,99.99,100,2.8685973951,0.1233,2.802,100,0,1.09,100,0,99.99"
"2024-02-17,01:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.96,100,100,2.4080229914,0.2637,1.7001,100,0,0.57,100,0,100"
"2024-02-17,02:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,100,100,3.0462658025,0.0003,1.4848,100,0,1.07,100,0,100"
"2024-02-17,03:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.97,100,100,1.2729214497,0.0005,1.3103,100,0,0.64,100,0,100"
"2024-02-17,04:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,100,100,1.5735356132,0.0015,1.5064,99.99,0,0.01,100,0,100"
"2024-02-17,05:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.95,99.99,100,1.5317257488,0.0009,1.0651,100,0,0.1,100,0,99.99"
"2024-02-17,06:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.96,99.99,100,1.8892372021,0.0087,1.608,99.99,0,0.37,100,0,99.99"
"2024-02-17,07:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.93,99.99,100,3.9417771621,0.0035,2.8062,100,0,0.66,100,0,97.9902"
"2024-02-17,08:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,100,100,5.2371229971,0.003,4.6784,100,0,2.81,100,0,100"
"2024-02-17,09:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,7.0639867335,0.0245,4.2631,99.99,0,5.84,100,0,98.9901"
"2024-02-17,10:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,8.8970437643,0.0075,5.4738,99.98,0,5.59,100,0,99.99"
"2024-02-17,11:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,99.99,100,11.6318790241,0.0017,7.6236,99.98,0,5.36,99.99,2,99.99"
"2024-02-17,12:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.99,100,11.5091418843,0.0187,5.9083,99.99,0,6.62,100,0,99.99"
"2024-02-17,13:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.93,99.99,100,12.2399441897,0.0081,7.1881,99.99,0,7.28,99.99,4,99.99"
"2024-02-17,14:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.99,100,11.4695178338,0.0463,7.8158,99.98,0,6.86,100,0,99.99"
"2024-02-17,15:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,100,100,9.9435616281,0.0056,7.0789,99.97,0,5.87,100,0,99"
"2024-02-17,16:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,100,100,12.0716700329,0.0106,7.8025,99.98,0,4.29,100,0,99"
"2024-02-17,17:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.91,99.99,100,10.0945876904,0.0628,6.622,99.99,0,4.26,100,0,99.99"
"2024-02-17,18:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,8.9403064917,0.0163,6.8461,99.98,0,6.31,99.98,4,99.99"
"2024-02-17,19:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,9.202897548,0.0088,6.1662,100,0,6.32,100,0,99.99"
"2024-02-17,20:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,9.6147833387,0.0017,5.024,99.98,0,4.69,100,0,98.9901"
"2024-02-17,21:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.86,100,100,7.2382073847,0.0141,5.8732,99.97,0,3.13,100,0,100"
"2024-02-17,22:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.84,99.99,100,4.72977478,0.0176,4.8406,99.99,0,3.95,100,0,97.9902"
"2024-02-17,23:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.98,100,5.0482396033,0.0006,2.8114,100,0,1.79,100,0,96.9806"
"2024-02-18,00:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,99.97,100,3.5706171765,0.0001,3.6383,100,0,1.52,100,0,99.97"
"2024-02-18,01:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,99.99,100,2.1592276166,0.0024,2.4249,99.99,0,1.67,100,0,99.99"
"2024-02-18,02:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,99.99,100,3.0928580085,0.0012,1.133,99.99,0,0.36,100,0,99.99"
"2024-02-18,03:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.96,99.99,100,2.1676933387,0.0001,0.6812,99.99,0,0.16,100,0,99.99"
"2024-02-18,04:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.95,99.99,100,1.5252986917,0.0001,0.2315,100,0,1.13,100,0,99.99"
"2024-02-18,05:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.96,99.99,100,1.1070696628,0.0001,0.7749,99.99,0,1,100,0,99.99"
"2024-02-18,06:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.96,99.99,100,0.7082801306,0.0001,1.2868,100,0,0.64,100,0,99.99"
"2024-02-18,07:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.95,99.99,100,1.6565257675,0.0007,1.8066,99.98,0,0.47,100,0,99.99"
"2024-02-18,08:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,100,100,3.6643780768,0.044,2.9813,99.98,0,0.85,100,0,100"
"2024-02-18,09:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.97,100,5.0764391196,0.0057,2.9981,99.99,0,2.35,100,0,99.97"
"2024-02-18,10:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.92,99.99,100,6.2341922889,0.0082,3.9996,99.96,0,3.71,100,0,98.9901"
"2024-02-18,11:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.99,100,7.1611544116,0.0018,4.0114,99.99,0,3.25,99.99,2,99.99"
"2024-02-18,12:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,8.4044355889,0.0055,4.5073,99.97,0,3.4,99.92,18,99.99"
"2024-02-18,13:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,100,100,9.421384893,0.0043,5.3982,100,0,4,100,0,100"
"2024-02-18,14:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.99,100,7.4213994667,0.0138,4.4589,99.98,0,3.5,100,0,98.9901"
"2024-02-18,15:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.91,99.99,100,7.7112913125,0.0593,4.8139,99.98,0,3.47,99.99,2,98.9901"
"2024-02-18,16:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,100,100,10.8005842189,0.0058,5.3449,99.99,0,3.87,99.99,2,99"
"2024-02-18,17:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,100,100,11.4754447708,0.0348,5.9635,99.99,0,3.01,100,0,99"
"2024-02-18,18:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.87,99.99,100,8.7476400653,0.0068,4.4947,100,0,4.9,100,0,97.9902"
"2024-02-18,19:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.86,99.99,100,7.0201465857,0.0668,5.1325,99.99,0,6.02,99.99,2,99.99"
"2024-02-18,20:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.81,100,100,6.3000088557,0.0007,3.665,99.99,0,3.93,100,0,100"
"2024-02-18,21:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,100,100,4.98759374,0.0025,4.242,99.99,0,4.91,100,0,100"
"2024-02-18,22:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.94,99.99,100,3.6349734287,0.0011,3.8615,100,0,3.25,100,0,99.99"
"2024-02-18,23:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.9,99.97,100,2.853353507,0.0001,3.2039,99.97,0,1.8,99.98,2,99.97"
"2024-02-19,00:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.97,99.99,100,1.7563085999,0.0316,1.834,100,0,3.61,100,0,99.99"
"2024-02-19,01:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.99,100,100,0.8026650168,0.0011,1.6973,99.99,0,2.01,99.98,2,100"
"2024-02-19,02:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.93,99.98,100,0.6320253007,0.0003,0.8868,99.99,0,1.13,100,0,79.984"
"2024-02-19,03:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.95,99.99,100,0.3757858647,0.0001,0.2291,99.97,0,1.03,100,0,99.99"
"2024-02-19,04:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.97,99.99,100,0.9989598765,0.0006,0.5118,100,0,0.98,100,0,99.99"
"2024-02-19,05:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.93,99.99,100,1.0928958645,0.0018,0.6189,99.99,0,0.25,99.98,2,99.99"
"2024-02-19,06:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.78,99.99,100,2.0528137679,0.0067,1.4632,100,0,0.14,100,0,99.99"
"2024-02-19,07:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.91,99.99,100,6.2794582915,0.0324,4.6693,99.99,0,2.31,99.99,2,98.9901"
"2024-02-19,08:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.87,100,100,11.2280724566,0.2163,6.5506,99.99,0,3.73,100,0,100"
"2024-02-19,09:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.88,99.98,100,9.4992993399,0.0045,6.7978,99.99,0,6.25,100,0,98.9802"
"2024-02-19,10:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.85,99.99,100,9.6485465763,0.0264,7.4138,99.99,0,7.07,100,0,99.99"
"2024-02-19,11:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,10.9411366283,0.0619,7.1256,99.99,0,9.02,99.99,2,99.99"
"2024-02-19,12:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.89,99.99,100,11.3279875367,0.0192,6.3773,99.98,0,9.61,100,0,99.99"
"2024-02-19,13:00,PUEPUE0228,PUEPUE0228,M&PUEBLA&PUEBLA,99.87,99.99,100,12.475945055,0.0565,7.2357,100,0,10.22,100,0,99.99"
